query,language,market,search_location,device,collected_at,account_context,result_position,result_url,result_type,dominant_intent,serp_features,limitations,result_domain,title_snippet_themes,source_url,dentix_presence,sample_id,verified_representative_url
складне видалення зуба Дніпро,uk,Ukraine / Dnipro,Dnipro in query; IP-derived location Kyiv; no precise location permission,desktop Chrome,2026-09-12T12:01:09.303Z,Sign-in link visible; pws=0; personalization not fully controllable,UNKNOWN,UNKNOWN_FULL_RESULT_URL,directory,extraction,not observed; AI Overview present,"Top-domain sample from first result page; ads excluded. Opaque Google redirect hrefs/breadcrumb truncation prevent exact full URL for some rows. Named route verified separately when available; no numeric/local stable rank, volume or outcome claim.",likarni.com,mixed general and dedicated complex-extraction intent,https://www.google.com/search?q=%D1%81%D0%BA%D0%BB%D0%B0%D0%B4%D0%BD%D0%B5+%D0%B2%D0%B8%D0%B4%D0%B0%D0%BB%D0%B5%D0%BD%D0%BD%D1%8F+%D0%B7%D1%83%D0%B1%D0%B0+%D0%94%D0%BD%D1%96%D0%BF%D1%80%D0%BE&hl=uk&gl=ua&pws=0,not seen in captured first-page organic; not global absence,S10,UNKNOWN
імплантація зубів Дніпро,uk,Ukraine / Dnipro,Dnipro in query; IP-derived location Kyiv; no precise location permission,desktop Chrome,2026-09-12T12:01:36.135Z,Sign-in link visible; pws=0; personalization not fully controllable,UNKNOWN,https://dental-euro.com.ua/implantologiya,procedure,implantation,Blanco knowledge panel; AI Overview present,"Top-domain sample from first result page; ads excluded. Opaque Google redirect hrefs/breadcrumb truncation prevent exact full URL for some rows. Named route verified separately when available; no numeric/local stable rank, volume or outcome claim.",dental-euro.com.ua,"implant components, brands and price scope",https://www.google.com/search?q=%D1%96%D0%BC%D0%BF%D0%BB%D0%B0%D0%BD%D1%82%D0%B0%D1%86%D1%96%D1%8F+%D0%B7%D1%83%D0%B1%D1%96%D0%B2+%D0%94%D0%BD%D1%96%D0%BF%D1%80%D0%BE&hl=uk&gl=ua&pws=0,not seen in captured first-page organic; not global absence,S11,https://dental-euro.com.ua/implantologiya
імплантація зубів Дніпро,uk,Ukraine / Dnipro,Dnipro in query; IP-derived location Kyiv; no precise location permission,desktop Chrome,2026-09-12T12:01:36.135Z,Sign-in link visible; pws=0; personalization not fully controllable,UNKNOWN,https://stomaservice.com.ua/implantology,service hub,implantation,Blanco knowledge panel; AI Overview present,"Top-domain sample from first result page; ads excluded. Opaque Google redirect hrefs/breadcrumb truncation prevent exact full URL for some rows. Named route verified separately when available; no numeric/local stable rank, volume or outcome claim.",stomaservice.com.ua,"implant components, brands and price scope",https://www.google.com/search?q=%D1%96%D0%BC%D0%BF%D0%BB%D0%B0%D0%BD%D1%82%D0%B0%D1%86%D1%96%D1%8F+%D0%B7%D1%83%D0%B1%D1%96%D0%B2+%D0%94%D0%BD%D1%96%D0%BF%D1%80%D0%BE&hl=uk&gl=ua&pws=0,not seen in captured first-page organic; not global absence,S11,https://stomaservice.com.ua/implantology
імплантація зубів Дніпро,uk,Ukraine / Dnipro,Dnipro in query; IP-derived location Kyiv; no precise location permission,desktop Chrome,2026-09-12T12:01:36.135Z,Sign-in link visible; pws=0; personalization not fully controllable,UNKNOWN,UNKNOWN_FULL_RESULT_URL,price page,implantation,Blanco knowledge panel; AI Overview present,"Top-domain sample from first result page; ads excluded. Opaque Google redirect hrefs/breadcrumb truncation prevent exact full URL for some rows. Named route verified separately when available; no numeric/local stable rank, volume or outcome claim.",dentalstudio.dp.ua,"implant components, brands and price scope",https://www.google.com/search?q=%D1%96%D0%BC%D0%BF%D0%BB%D0%B0%D0%BD%D1%82%D0%B0%D1%86%D1%96%D1%8F+%D0%B7%D1%83%D0%B1%D1%96%D0%B2+%D0%94%D0%BD%D1%96%D0%BF%D1%80%D0%BE&hl=uk&gl=ua&pws=0,not seen in captured first-page organic; not global absence,S11,UNKNOWN
зубні імпланти Дніпро,uk,Ukraine / Dnipro,Dnipro in query; IP-derived location Kyiv; no precise location permission,desktop Chrome,2026-09-12T12:02:05.096Z,Sign-in link visible; pws=0; personalization not fully controllable,UNKNOWN,https://dental-euro.com.ua/implantologiya,procedure,implantation,local pack; AI Overview present,"Top-domain sample from first result page; ads excluded. Opaque Google redirect hrefs/breadcrumb truncation prevent exact full URL for some rows. Named route verified separately when available; no numeric/local stable rank, volume or outcome claim.",dental-euro.com.ua,implant and complete-treatment costs,https://www.google.com/search?q=%D0%B7%D1%83%D0%B1%D0%BD%D1%96+%D1%96%D0%BC%D0%BF%D0%BB%D0%B0%D0%BD%D1%82%D0%B8+%D0%94%D0%BD%D1%96%D0%BF%D1%80%D0%BE&hl=uk&gl=ua&pws=0,not seen in captured first-page organic; not global absence,S12,https://dental-euro.com.ua/implantologiya
зубні імпланти Дніпро,uk,Ukraine / Dnipro,Dnipro in query; IP-derived location Kyiv; no precise location permission,desktop Chrome,2026-09-12T12:02:05.096Z,Sign-in link visible; pws=0; personalization not fully controllable,UNKNOWN,https://dnipro.dentaltech.com.ua/services/implantaciya/,procedure,implantation,local pack; AI Overview present,"Top-domain sample from first result page; ads excluded. Opaque Google redirect hrefs/breadcrumb truncation prevent exact full URL for some rows. Named route verified separately when available; no numeric/local stable rank, volume or outcome claim.",dnipro.dentaltech.com.ua,implant and complete-treatment costs,https://www.google.com/search?q=%D0%B7%D1%83%D0%B1%D0%BD%D1%96+%D1%96%D0%BC%D0%BF%D0%BB%D0%B0%D0%BD%D1%82%D0%B8+%D0%94%D0%BD%D1%96%D0%BF%D1%80%D0%BE&hl=uk&gl=ua&pws=0,not seen in captured first-page organic; not global absence,S12,https://dnipro.dentaltech.com.ua/services/implantaciya/
зубні імпланти Дніпро,uk,Ukraine / Dnipro,Dnipro in query; IP-derived location Kyiv; no precise location permission,desktop Chrome,2026-09-12T12:02:05.096Z,Sign-in link visible; pws=0; personalization not fully controllable,UNKNOWN,UNKNOWN_FULL_RESULT_URL,price page,implantation,local pack; AI Overview present,"Top-domain sample from first result page; ads excluded. Opaque Google redirect hrefs/breadcrumb truncation prevent exact full URL for some rows. Named route verified separately when available; no numeric/local stable rank, volume or outcome claim.",dentalstudio.dp.ua,implant and complete-treatment costs,https://www.google.com/search?q=%D0%B7%D1%83%D0%B1%D0%BD%D1%96+%D1%96%D0%BC%D0%BF%D0%BB%D0%B0%D0%BD%D1%82%D0%B8+%D0%94%D0%BD%D1%96%D0%BF%D1%80%D0%BE&hl=uk&gl=ua&pws=0,not seen in captured first-page organic; not global absence,S12,UNKNOWN
стоматологічна імплантація Дніпро,uk,Ukraine / Dnipro,Dnipro in query; IP-derived location Kyiv; no precise location permission,desktop Chrome,2026-09-12T12:02:26.148Z,Sign-in link visible; pws=0; personalization not fully controllable,UNKNOWN,UNKNOWN_FULL_RESULT_URL,service hub,implantation,Blanco knowledge panel; AI Overview present,"Top-domain sample from first result page; ads excluded. Opaque Google redirect hrefs/breadcrumb truncation prevent exact full URL for some rows. Named route verified separately when available; no numeric/local stable rank, volume or outcome claim.",dentalika.dp.ua,implantology service evaluation and prices,https://www.google.com/search?q=%D1%81%D1%82%D0%BE%D0%BC%D0%B0%D1%82%D0%BE%D0%BB%D0%BE%D0%B3%D1%96%D1%87%D0%BD%D0%B0+%D1%96%D0%BC%D0%BF%D0%BB%D0%B0%D0%BD%D1%82%D0%B0%D1%86%D1%96%D1%8F+%D0%94%D0%BD%D1%96%D0%BF%D1%80%D0%BE&hl=uk&gl=ua&pws=0,not seen in captured first-page organic; not global absence,S13,UNKNOWN
стоматологічна імплантація Дніпро,uk,Ukraine / Dnipro,Dnipro in query; IP-derived location Kyiv; no precise location permission,desktop Chrome,2026-09-12T12:02:26.148Z,Sign-in link visible; pws=0; personalization not fully controllable,UNKNOWN,UNKNOWN_FULL_RESULT_URL,directory,implantation,Blanco knowledge panel; AI Overview present,"Top-domain sample from first result page; ads excluded. Opaque Google redirect hrefs/breadcrumb truncation prevent exact full URL for some rows. Named route verified separately when available; no numeric/local stable rank, volume or outcome claim.",likarni.com,implantology service evaluation and prices,https://www.google.com/search?q=%D1%81%D1%82%D0%BE%D0%BC%D0%B0%D1%82%D0%BE%D0%BB%D0%BE%D0%B3%D1%96%D1%87%D0%BD%D0%B0+%D1%96%D0%BC%D0%BF%D0%BB%D0%B0%D0%BD%D1%82%D0%B0%D1%86%D1%96%D1%8F+%D0%94%D0%BD%D1%96%D0%BF%D1%80%D0%BE&hl=uk&gl=ua&pws=0,not seen in captured first-page organic; not global absence,S13,UNKNOWN
стоматологічна імплантація Дніпро,uk,Ukraine / Dnipro,Dnipro in query; IP-derived location Kyiv; no precise location permission,desktop Chrome,2026-09-12T12:02:26.148Z,Sign-in link visible; pws=0; personalization not fully controllable,UNKNOWN,UNKNOWN_FULL_RESULT_URL,price page,implantation,Blanco knowledge panel; AI Overview present,"Top-domain sample from first result page; ads excluded. Opaque Google redirect hrefs/breadcrumb truncation prevent exact full URL for some rows. Named route verified separately when available; no numeric/local stable rank, volume or outcome claim.",dentalstudio.dp.ua,implantology service evaluation and prices,https://www.google.com/search?q=%D1%81%D1%82%D0%BE%D0%BC%D0%B0%D1%82%D0%BE%D0%BB%D0%BE%D0%B3%D1%96%D1%87%D0%BD%D0%B0+%D1%96%D0%BC%D0%BF%D0%BB%D0%B0%D0%BD%D1%82%D0%B0%D1%86%D1%96%D1%8F+%D0%94%D0%BD%D1%96%D0%BF%D1%80%D0%BE&hl=uk&gl=ua&pws=0,not seen in captured first-page organic; not global absence,S13,UNKNOWN
вартість імплантації зубів Дніпро,uk,Ukraine / Dnipro,Dnipro in query; IP-derived location Kyiv; no precise location permission,desktop Chrome,2026-09-12T12:03:09.385Z,Sign-in link visible; pws=0; personalization not fully controllable,UNKNOWN,UNKNOWN_FULL_RESULT_URL,price page,implantation,not observed; AI Overview present,"Top-domain sample from first result page; ads excluded. Opaque Google redirect hrefs/breadcrumb truncation prevent exact full URL for some rows. Named route verified separately when available; no numeric/local stable rank, volume or outcome claim.",dentalstudio.dp.ua,component versus complete-treatment costs,https://www.google.com/search?q=%D0%B2%D0%B0%D1%80%D1%82%D1%96%D1%81%D1%82%D1%8C+%D1%96%D0%BC%D0%BF%D0%BB%D0%B0%D0%BD%D1%82%D0%B0%D1%86%D1%96%D1%97+%D0%B7%D1%83%D0%B1%D1%96%D0%B2+%D0%94%D0%BD%D1%96%D0%BF%D1%80%D0%BE&hl=uk&gl=ua&pws=0,not seen in captured first-page organic; not global absence,S14,UNKNOWN
вартість імплантації зубів Дніпро,uk,Ukraine / Dnipro,Dnipro in query; IP-derived location Kyiv; no precise location permission,desktop Chrome,2026-09-12T12:03:09.385Z,Sign-in link visible; pws=0; personalization not fully controllable,UNKNOWN,https://dnipro.dentaltech.com.ua/services/implantaciya/,procedure,implantation,not observed; AI Overview present,"Top-domain sample from first result page; ads excluded. Opaque Google redirect hrefs/breadcrumb truncation prevent exact full URL for some rows. Named route verified separately when available; no numeric/local stable rank, volume or outcome claim.",dnipro.dentaltech.com.ua,component versus complete-treatment costs,https://www.google.com/search?q=%D0%B2%D0%B0%D1%80%D1%82%D1%96%D1%81%D1%82%D1%8C+%D1%96%D0%BC%D0%BF%D0%BB%D0%B0%D0%BD%D1%82%D0%B0%D1%86%D1%96%D1%97+%D0%B7%D1%83%D0%B1%D1%96%D0%B2+%D0%94%D0%BD%D1%96%D0%BF%D1%80%D0%BE&hl=uk&gl=ua&pws=0,not seen in captured first-page organic; not global absence,S14,https://dnipro.dentaltech.com.ua/services/implantaciya/
вартість імплантації зубів Дніпро,uk,Ukraine / Dnipro,Dnipro in query; IP-derived location Kyiv; no precise location permission,desktop Chrome,2026-09-12T12:03:09.385Z,Sign-in link visible; pws=0; personalization not fully controllable,UNKNOWN,UNKNOWN_FULL_RESULT_URL,price page,implantation,not observed; AI Overview present,"Top-domain sample from first result page; ads excluded. Opaque Google redirect hrefs/breadcrumb truncation prevent exact full URL for some rows. Named route verified separately when available; no numeric/local stable rank, volume or outcome claim.",32dental.com.ua,component versus complete-treatment costs,https://www.google.com/search?q=%D0%B2%D0%B0%D1%80%D1%82%D1%96%D1%81%D1%82%D1%8C+%D1%96%D0%BC%D0%BF%D0%BB%D0%B0%D0%BD%D1%82%D0%B0%D1%86%D1%96%D1%97+%D0%B7%D1%83%D0%B1%D1%96%D0%B2+%D0%94%D0%BD%D1%96%D0%BF%D1%80%D0%BE&hl=uk&gl=ua&pws=0,not seen in captured first-page organic; not global absence,S14,UNKNOWN
DENTIX Дніпро,uk,Ukraine / Dnipro,Dnipro in query; IP-derived location Kyiv; no precise location permission,desktop Chrome,2026-09-12T12:03:32.550Z,Sign-in link visible; pws=0; personalization not fully controllable,UNKNOWN,https://dentix.ua/,home+sitelinks,brand,DENTIX knowledge panel; AI Overview not captured; absence not established,"Top-domain sample from first result page; ads excluded. Opaque Google redirect hrefs/breadcrumb truncation prevent exact full URL for some rows. Named route verified separately when available; no numeric/local stable rank, volume or outcome claim.",dentix.ua,brand; service sitelinks; contact/NAP,https://www.google.com/search?q=DENTIX+%D0%94%D0%BD%D1%96%D0%BF%D1%80%D0%BE&hl=uk&gl=ua&pws=0,homepage observed in captured organic,S15,https://dentix.ua/
DENTIX Дніпро,uk,Ukraine / Dnipro,Dnipro in query; IP-derived location Kyiv; no precise location permission,desktop Chrome,2026-09-12T12:03:32.550Z,Sign-in link visible; pws=0; personalization not fully controllable,UNKNOWN,UNKNOWN_FULL_RESULT_URL,social profile,brand,DENTIX knowledge panel; AI Overview not captured; absence not established,"Top-domain sample from first result page; ads excluded. Opaque Google redirect hrefs/breadcrumb truncation prevent exact full URL for some rows. Named route verified separately when available; no numeric/local stable rank, volume or outcome claim.",instagram.com/dentix_dp,brand; service sitelinks; contact/NAP,https://www.google.com/search?q=DENTIX+%D0%94%D0%BD%D1%96%D0%BF%D1%80%D0%BE&hl=uk&gl=ua&pws=0,homepage observed in captured organic,S15,UNKNOWN
DENTIX Дніпро,uk,Ukraine / Dnipro,Dnipro in query; IP-derived location Kyiv; no precise location permission,desktop Chrome,2026-09-12T12:03:32.550Z,Sign-in link visible; pws=0; personalization not fully controllable,UNKNOWN,UNKNOWN_FULL_RESULT_URL,directory,brand,DENTIX knowledge panel; AI Overview not captured; absence not established,"Top-domain sample from first result page; ads excluded. Opaque Google redirect hrefs/breadcrumb truncation prevent exact full URL for some rows. Named route verified separately when available; no numeric/local stable rank, volume or outcome claim.",kamon.ua,brand; service sitelinks; contact/NAP,https://www.google.com/search?q=DENTIX+%D0%94%D0%BD%D1%96%D0%BF%D1%80%D0%BE&hl=uk&gl=ua&pws=0,homepage observed in captured organic,S15,UNKNOWN
DENTIX Калинова 28,uk,Ukraine / Dnipro,Dnipro in query; IP-derived location Kyiv; no precise location permission,desktop Chrome,2026-09-12T12:03:53.174Z,Sign-in link visible; pws=0; personalization not fully controllable,UNKNOWN,https://dentix.ua/,home+sitelinks,brand,DENTIX knowledge panel; AI Overview not captured; absence not established,"Top-domain sample from first result page; ads excluded. Opaque Google redirect hrefs/breadcrumb truncation prevent exact full URL for some rows. Named route verified separately when available; no numeric/local stable rank, volume or outcome claim.",dentix.ua,address; phones; directory hours,https://www.google.com/search?q=DENTIX+%D0%9A%D0%B0%D0%BB%D0%B8%D0%BD%D0%BE%D0%B2%D0%B0+28&hl=uk&gl=ua&pws=0,homepage observed in captured organic,S16,https://dentix.ua/
DENTIX Калинова 28,uk,Ukraine / Dnipro,Dnipro in query; IP-derived location Kyiv; no precise location permission,desktop Chrome,2026-09-12T12:03:53.174Z,Sign-in link visible; pws=0; personalization not fully controllable,UNKNOWN,UNKNOWN_FULL_RESULT_URL,directory,brand,DENTIX knowledge panel; AI Overview not captured; absence not established,"Top-domain sample from first result page; ads excluded. Opaque Google redirect hrefs/breadcrumb truncation prevent exact full URL for some rows. Named route verified separately when available; no numeric/local stable rank, volume or outcome claim.",kamon.ua,address; phones; directory hours,https://www.google.com/search?q=DENTIX+%D0%9A%D0%B0%D0%BB%D0%B8%D0%BD%D0%BE%D0%B2%D0%B0+28&hl=uk&gl=ua&pws=0,homepage observed in captured organic,S16,UNKNOWN
DENTIX Калинова 28,uk,Ukraine / Dnipro,Dnipro in query; IP-derived location Kyiv; no precise location permission,desktop Chrome,2026-09-12T12:03:53.174Z,Sign-in link visible; pws=0; personalization not fully controllable,UNKNOWN,UNKNOWN_FULL_RESULT_URL,social profile,brand,DENTIX knowledge panel; AI Overview not captured; absence not established,"Top-domain sample from first result page; ads excluded. Opaque Google redirect hrefs/breadcrumb truncation prevent exact full URL for some rows. Named route verified separately when available; no numeric/local stable rank, volume or outcome claim.",facebook.com,address; phones; directory hours,https://www.google.com/search?q=DENTIX+%D0%9A%D0%B0%D0%BB%D0%B8%D0%BD%D0%BE%D0%B2%D0%B0+28&hl=uk&gl=ua&pws=0,homepage observed in captured organic,S16,UNKNOWN
стоматологія Калинова Дніпро,uk,Ukraine / Dnipro,Dnipro in query; IP-derived location Kyiv; no precise location permission,desktop Chrome,2026-09-12T12:04:26.428Z,Sign-in link visible; pws=0; personalization not fully controllable,UNKNOWN,UNKNOWN_FULL_RESULT_URL,social profile,local,local pack; AI Overview not captured; absence not established,"Top-domain sample from first result page; ads excluded. Opaque Google redirect hrefs/breadcrumb truncation prevent exact full URL for some rows. Named route verified separately when available; no numeric/local stable rank, volume or outcome claim.",instagram.com/arkatova_stomatologiya,real street-level clinic location,https://www.google.com/search?q=%D1%81%D1%82%D0%BE%D0%BC%D0%B0%D1%82%D0%BE%D0%BB%D0%BE%D0%B3%D1%96%D1%8F+%D0%9A%D0%B0%D0%BB%D0%B8%D0%BD%D0%BE%D0%B2%D0%B0+%D0%94%D0%BD%D1%96%D0%BF%D1%80%D0%BE&hl=uk&gl=ua&pws=0,homepage observed in captured organic,S17,UNKNOWN
стоматологія Калинова Дніпро,uk,Ukraine / Dnipro,Dnipro in query; IP-derived location Kyiv; no precise location permission,desktop Chrome,2026-09-12T12:04:26.428Z,Sign-in link visible; pws=0; personalization not fully controllable,UNKNOWN,https://dentix.ua/,home,local,local pack; AI Overview not captured; absence not established,"Top-domain sample from first result page; ads excluded. Opaque Google redirect hrefs/breadcrumb truncation prevent exact full URL for some rows. Named route verified separately when available; no numeric/local stable rank, volume or outcome claim.",dentix.ua,real street-level clinic location,https://www.google.com/search?q=%D1%81%D1%82%D0%BE%D0%BC%D0%B0%D1%82%D0%BE%D0%BB%D0%BE%D0%B3%D1%96%D1%8F+%D0%9A%D0%B0%D0%BB%D0%B8%D0%BD%D0%BE%D0%B2%D0%B0+%D0%94%D0%BD%D1%96%D0%BF%D1%80%D0%BE&hl=uk&gl=ua&pws=0,homepage observed in captured organic,S17,https://dentix.ua/
стоматологія Калинова Дніпро,uk,Ukraine / Dnipro,Dnipro in query; IP-derived location Kyiv; no precise location permission,desktop Chrome,2026-09-12T12:04:26.428Z,Sign-in link visible; pws=0; personalization not fully controllable,UNKNOWN,UNKNOWN_FULL_RESULT_URL,directory,local,local pack; AI Overview not captured; absence not established,"Top-domain sample from first result page; ads excluded. Opaque Google redirect hrefs/breadcrumb truncation prevent exact full URL for some rows. Named route verified separately when available; no numeric/local stable rank, volume or outcome claim.",list.in.ua,real street-level clinic location,https://www.google.com/search?q=%D1%81%D1%82%D0%BE%D0%BC%D0%B0%D1%82%D0%BE%D0%BB%D0%BE%D0%B3%D1%96%D1%8F+%D0%9A%D0%B0%D0%BB%D0%B8%D0%BD%D0%BE%D0%B2%D0%B0+%D0%94%D0%BD%D1%96%D0%BF%D1%80%D0%BE&hl=uk&gl=ua&pws=0,homepage observed in captured organic,S17,UNKNOWN
лечение кариеса Днепр,ru,Ukraine / Dnipro,Dnipro in query; IP-derived location Kyiv; no precise location permission,desktop Chrome,2026-09-12T12:06:45.916Z,Sign-in link visible; pws=0; personalization not fully controllable,UNKNOWN,UNKNOWN_FULL_RESULT_URL,procedure,caries,not observed; AI Overview present,"Top-domain sample from first result page; ads excluded. Opaque Google redirect hrefs/breadcrumb truncation prevent exact full URL for some rows. Named route verified separately when available; no numeric/local stable rank, volume or outcome claim. Representative fetched route may be another language or service; not asserted as exact clicked SERP destination.",dental-euro.com.ua,RU research variant; treatment and prices,https://www.google.com/search?q=%D0%BB%D0%B5%D1%87%D0%B5%D0%BD%D0%B8%D0%B5+%D0%BA%D0%B0%D1%80%D0%B8%D0%B5%D1%81%D0%B0+%D0%94%D0%BD%D0%B5%D0%BF%D1%80&hl=uk&gl=ua&pws=0,not seen in captured first-page organic; not global absence,S18,https://dental-euro.com.ua/lechenie-kariesa
лечение кариеса Днепр,ru,Ukraine / Dnipro,Dnipro in query; IP-derived location Kyiv; no precise location permission,desktop Chrome,2026-09-12T12:06:45.916Z,Sign-in link visible; pws=0; personalization not fully controllable,UNKNOWN,UNKNOWN_FULL_RESULT_URL,procedure,caries,not observed; AI Overview present,"Top-domain sample from first result page; ads excluded. Opaque Google redirect hrefs/breadcrumb truncation prevent exact full URL for some rows. Named route verified separately when available; no numeric/local stable rank, volume or outcome claim.",dantistclinic.com.ua,RU research variant; treatment and prices,https://www.google.com/search?q=%D0%BB%D0%B5%D1%87%D0%B5%D0%BD%D0%B8%D0%B5+%D0%BA%D0%B0%D1%80%D0%B8%D0%B5%D1%81%D0%B0+%D0%94%D0%BD%D0%B5%D0%BF%D1%80&hl=uk&gl=ua&pws=0,not seen in captured first-page organic; not global absence,S18,UNKNOWN
лечение кариеса Днепр,ru,Ukraine / Dnipro,Dnipro in query; IP-derived location Kyiv; no precise location permission,desktop Chrome,2026-09-12T12:06:45.916Z,Sign-in link visible; pws=0; personalization not fully controllable,UNKNOWN,UNKNOWN_FULL_RESULT_URL,procedure,caries,not observed; AI Overview present,"Top-domain sample from first result page; ads excluded. Opaque Google redirect hrefs/breadcrumb truncation prevent exact full URL for some rows. Named route verified separately when available; no numeric/local stable rank, volume or outcome claim.",dentalstudio.dp.ua,RU research variant; treatment and prices,https://www.google.com/search?q=%D0%BB%D0%B5%D1%87%D0%B5%D0%BD%D0%B8%D0%B5+%D0%BA%D0%B0%D1%80%D0%B8%D0%B5%D1%81%D0%B0+%D0%94%D0%BD%D0%B5%D0%BF%D1%80&hl=uk&gl=ua&pws=0,not seen in captured first-page organic; not global absence,S18,UNKNOWN
удаление зуба мудрости Днепр,ru,Ukraine / Dnipro,Dnipro in query; IP-derived location Kyiv; no precise location permission,desktop Chrome,2026-09-12T12:08:30.652Z,Sign-in link visible; pws=0; personalization not fully controllable,UNKNOWN,UNKNOWN_FULL_RESULT_URL,procedure,wisdom,not observed; AI Overview present,"Top-domain sample from first result page; ads excluded. Opaque Google redirect hrefs/breadcrumb truncation prevent exact full URL for some rows. Named route verified separately when available; no numeric/local stable rank, volume or outcome claim.",stomaservice.com.ua,RU research variant; wisdom and surgery overlap,https://www.google.com/search?q=%D1%83%D0%B4%D0%B0%D0%BB%D0%B5%D0%BD%D0%B8%D0%B5+%D0%B7%D1%83%D0%B1%D0%B0+%D0%BC%D1%83%D0%B4%D1%80%D0%BE%D1%81%D1%82%D0%B8+%D0%94%D0%BD%D0%B5%D0%BF%D1%80&hl=uk&gl=ua&pws=0,not seen in captured first-page organic; not global absence,S19,UNKNOWN
удаление зуба мудрости Днепр,ru,Ukraine / Dnipro,Dnipro in query; IP-derived location Kyiv; no precise location permission,desktop Chrome,2026-09-12T12:08:30.652Z,Sign-in link visible; pws=0; personalization not fully controllable,UNKNOWN,UNKNOWN_FULL_RESULT_URL,procedure,wisdom,not observed; AI Overview present,"Top-domain sample from first result page; ads excluded. Opaque Google redirect hrefs/breadcrumb truncation prevent exact full URL for some rows. Named route verified separately when available; no numeric/local stable rank, volume or outcome claim.",ameldental.com,RU research variant; wisdom and surgery overlap,https://www.google.com/search?q=%D1%83%D0%B4%D0%B0%D0%BB%D0%B5%D0%BD%D0%B8%D0%B5+%D0%B7%D1%83%D0%B1%D0%B0+%D0%BC%D1%83%D0%B4%D1%80%D0%BE%D1%81%D1%82%D0%B8+%D0%94%D0%BD%D0%B5%D0%BF%D1%80&hl=uk&gl=ua&pws=0,not seen in captured first-page organic; not global absence,S19,UNKNOWN
удаление зуба мудрости Днепр,ru,Ukraine / Dnipro,Dnipro in query; IP-derived location Kyiv; no precise location permission,desktop Chrome,2026-09-12T12:08:30.652Z,Sign-in link visible; pws=0; personalization not fully controllable,UNKNOWN,UNKNOWN_FULL_RESULT_URL,laser surgery,wisdom,not observed; AI Overview present,"Top-domain sample from first result page; ads excluded. Opaque Google redirect hrefs/breadcrumb truncation prevent exact full URL for some rows. Named route verified separately when available; no numeric/local stable rank, volume or outcome claim. Representative fetched route may be another language or service; not asserted as exact clicked SERP destination.",dentalika.dp.ua,RU research variant; wisdom and surgery overlap,https://www.google.com/search?q=%D1%83%D0%B4%D0%B0%D0%BB%D0%B5%D0%BD%D0%B8%D0%B5+%D0%B7%D1%83%D0%B1%D0%B0+%D0%BC%D1%83%D0%B4%D1%80%D0%BE%D1%81%D1%82%D0%B8+%D0%94%D0%BD%D0%B5%D0%BF%D1%80&hl=uk&gl=ua&pws=0,not seen in captured first-page organic; not global absence,S19,https://dentalika.dp.ua/uk/poslugi/klinika-hirurgichnoi-stomatologii/vidalennja-zuba-mudrosti/
имплантация зубов Днепр,ru,Ukraine / Dnipro,Dnipro in query; IP-derived location Kyiv; no precise location permission,desktop Chrome,2026-09-12T12:09:55.425Z,Sign-in link visible; pws=0; personalization not fully controllable,UNKNOWN,UNKNOWN_FULL_RESULT_URL,procedure,implantation,local pack; AI Overview present,"Top-domain sample from first result page; ads excluded. Opaque Google redirect hrefs/breadcrumb truncation prevent exact full URL for some rows. Named route verified separately when available; no numeric/local stable rank, volume or outcome claim. Representative fetched route may be another language or service; not asserted as exact clicked SERP destination.",dental-euro.com.ua,RU research variant; implant component and procedure pricing,https://www.google.com/search?q=%D0%B8%D0%BC%D0%BF%D0%BB%D0%B0%D0%BD%D1%82%D0%B0%D1%86%D0%B8%D1%8F+%D0%B7%D1%83%D0%B1%D0%BE%D0%B2+%D0%94%D0%BD%D0%B5%D0%BF%D1%80&hl=uk&gl=ua&pws=0,not seen in captured first-page organic; not global absence,S20,https://dental-euro.com.ua/implantologiya
имплантация зубов Днепр,ru,Ukraine / Dnipro,Dnipro in query; IP-derived location Kyiv; no precise location permission,desktop Chrome,2026-09-12T12:09:55.425Z,Sign-in link visible; pws=0; personalization not fully controllable,UNKNOWN,UNKNOWN_FULL_RESULT_URL,procedure,implantation,local pack; AI Overview present,"Top-domain sample from first result page; ads excluded. Opaque Google redirect hrefs/breadcrumb truncation prevent exact full URL for some rows. Named route verified separately when available; no numeric/local stable rank, volume or outcome claim.",dentalstudio.dp.ua,RU research variant; implant component and procedure pricing,https://www.google.com/search?q=%D0%B8%D0%BC%D0%BF%D0%BB%D0%B0%D0%BD%D1%82%D0%B0%D1%86%D0%B8%D1%8F+%D0%B7%D1%83%D0%B1%D0%BE%D0%B2+%D0%94%D0%BD%D0%B5%D0%BF%D1%80&hl=uk&gl=ua&pws=0,not seen in captured first-page organic; not global absence,S20,UNKNOWN
